date,depth,mag,place,latitude,longitude,depth_avg_22,depth_avg_15,depth_avg_7,mag_avg_22,mag_avg_15,mag_avg_7,mag_outcome
2020-08-10,18.64,0.65,Washington,47.1719881656805,-121.835139053254,10.7331818181818,9.564,11.6157142857143,0.799090909090909,0.886666666666666,0.758571428571428,
2020-08-10,5.93,1.8,Washington,47.1719881656805,-121.835139053254,11.0113636363636,10.1033333333333,12.7057142857143,0.81,1.00666666666667,1.00428571428571,
2020-08-10,-0.69,1.1,Washington,47.1719881656805,-121.835139053254,10.2281818181818,9.65733333333334,11.8785714285714,0.839090909090909,0.965999999999999,1.13857142857143,
2020-08-10,11.28,0.83,Washington,47.1719881656805,-121.835139053254,9.87181818181818,9.77666666666667,10.4114285714286,0.83,0.935333333333333,1.15,
2020-08-10,17.52,0.86,Washington,47.1719881656805,-121.835139053254,9.72045454545455,9.98,9.54857142857142,0.863636363636363,0.944666666666666,1.08857142857143,
2020-08-01,10.0,4.6,China,32.0483375,92.936378125,14.0145454545455,14.254,13.5228571428571,4.58636363636364,4.65333333333334,4.72857142857143,
2020-08-03,10.0,4.7,China,32.0483375,92.936378125,14.0145454545455,12.7033333333333,13.5228571428571,4.61363636363637,4.68666666666667,4.7,
2020-08-06,10.0,4.6,China,32.0483375,92.936378125,14.0145454545455,12.7033333333333,13.5228571428571,4.59545454545455,4.66666666666667,4.68571428571429,
2020-08-08,10.0,5.3,China,32.0483375,92.936378125,14.0145454545455,12.7033333333333,10.0,4.61363636363637,4.72,4.74285714285714,
2020-08-08,10.0,4.9,China,32.0483375,92.936378125,14.0145454545455,11.644,10.0,4.64545454545455,4.74666666666667,4.77142857142857,
2020-08-09,10.0,4.9,China,32.0483375,92.936378125,14.0145454545455,11.644,10.0,4.68636363636364,4.78,4.85714285714286,
2020-08-11,36.07,4.5,China,32.0483375,92.936378125,15.1995454545455,13.382,13.7242857142857,4.66818181818182,4.75333333333333,4.78571428571429,
2020-08-04,78.76,4.9,Japan,34.0270302325581,137.086079069767,68.7181818181818,72.0233333333333,50.3585714285715,4.48181818181818,4.45333333333333,4.55714285714286,
2020-08-05,10.0,4.6,Japan,34.0270302325581,137.086079069767,67.9154545454545,68.6673333333333,50.2828571428572,4.48181818181818,4.48666666666666,4.54285714285714,
2020-08-05,10.0,5.4,Japan,34.0270302325581,137.086079069767,63.935,59.558,30.1728571428572,4.52727272727273,4.55333333333333,4.67142857142857,
2020-08-06,165.32,5.1,Japan,34.0270302325581,137.086079069767,63.6318181818182,68.1953333333334,48.5957142857143,4.56363636363636,4.58666666666666,4.78571428571429,
2020-08-06,372.58,5.2,Japan,34.0270302325581,137.086079069767,78.9763636363636,68.122,93.8085714285715,4.59545454545454,4.66,4.88571428571429,
2020-08-08,34.65,4.4,Japan,34.0270302325581,137.086079069767,78.8668181818182,68.1026666666667,97.3300000000001,4.60454545454545,4.66666666666667,4.88571428571429,
2020-08-10,41.86,4.8,Japan,34.0270302325581,137.086079069767,78.3981818181818,67.128,101.881428571429,4.58636363636364,4.7,4.91428571428572,
2020-08-09,7.78,0.99,Oklahoma,36.1714826302233,-97.7183465672704,7.54863636363636,6.94733333333334,6.06142857142858,1.155,1.25133333333333,1.28142857142857,
2020-08-09,6.99,0.69,Oklahoma,36.1714826302233,-97.7183465672704,7.525,6.89133333333334,6.55857142857144,1.11409090909091,1.188,1.21,
2020-08-09,7.0,1.02,Oklahoma,36.1714826302233,-97.7183465672704,6.97954545454546,6.89333333333334,6.76857142857144,1.17909090909091,1.19533333333333,1.21142857142857,
2020-08-09,5.56,1.45,Oklahoma,36.1714826302233,-97.7183465672704,6.91454545454545,6.79733333333334,6.50285714285716,1.17727272727273,1.258,1.22857142857143,
2020-08-10,6.62,1.38,Oklahoma,36.1714826302233,-97.7183465672704,6.87909090909091,6.786,6.51142857142858,1.19181818181818,1.256,1.21142857142857,
2020-08-10,4.57,1.13,Oklahoma,36.1714826302233,-97.7183465672704,6.74,6.666,6.16285714285716,1.19909090909091,1.23533333333333,1.20714285714286,
2020-08-10,7.7,1.57,Oklahoma,36.1714826302233,-97.7183465672704,6.79909090909091,6.66133333333334,6.60285714285716,1.22818181818182,1.25066666666667,1.17571428571429,
2020-08-11,1.33,0.89,CA,36.223090395634,-118.972034705808,6.38681818181818,6.01133333333332,5.15571428571431,1.15818181818182,1.23199999999999,1.16285714285715,
2020-08-11,0.24,1.08,CA,36.223090395634,-118.972034705808,6.10227272727273,5.41399999999999,4.92142857142859,1.14045454545454,1.19866666666666,1.15428571428572,
2020-08-11,6.29,0.44,CA,36.223090395634,-118.972034705808,6.00954545454546,5.47199999999999,4.97571428571431,1.08136363636363,1.17266666666666,0.970000000000005,
2020-08-11,7.6,1.39,CA,36.223090395634,-118.972034705808,6.01409090909091,5.41533333333332,4.74714285714288,1.08318181818182,1.17266666666666,0.991428571428576,
2020-08-11,3.27,1.42,CA,36.223090395634,-118.972034705808,6.01227272727273,5.41266666666665,4.40428571428574,1.11227272727272,1.21266666666666,0.987142857142862,
2020-08-11,0.89,0.64,CA,36.223090395634,-118.972034705808,5.49954545454546,4.85999999999999,3.71142857142859,1.10909090909091,1.17466666666666,0.887142857142862,
2020-08-11,7.1,0.69,CA,36.223090395634,-118.972034705808,5.37136363636364,4.67799999999999,3.81714285714288,1.12272727272727,1.16866666666666,0.935714285714291,
2020-07-29,140.1,2.7,Aleutian Islands,51.8041072478261,102.265773911594,65.8445454545455,70.612,64.0828571428571,1.74136363636364,1.50066666666667,1.31714285714286,
2020-08-10,45.7,4.5,Aleutian Islands,51.8041072478261,102.265773911594,67.1445454545455,64.7586666666667,69.1257142857143,1.84590909090909,1.60733333333333,1.98857142857143,
